column_name,angle,,C,E,FAng,Gam,Len,Neu,Plthk,Sp,phi
Gam,-0.43,,0,0,0,-0.43,0,0,0,0,0
Len,0.41,,0,0,0,0,0.41,0,0,0,0
Neu,0.05,,0,0,0,0,0,0.05,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.33,,0,0,0,0,0,0,0,-0.33,0
phi,0.77,,0,0,0,0,0,0,0,0,0.77
C,0.78,,0.78,0,0,0,0,0,0,0,0
E,-0.01,,0,-0.01,0,0,0,0,0,0,0
FAng,0.14,,0,0,0.14,0,0,0,0,0,0
Gam,-0.28,,0,0,0,-0.28,0,0,0,0,0
Len,0.33,,0,0,0,0,0.33,0,0,0,0
Neu,0.04,,0,0,0,0,0,0.04,0,0,0
Plthk,0.02,,0,0,0,0,0,0,0.02,0,0
Sp,-0.31,,0,0,0,0,0,0,0,-0.31,0
phi,0.61,,0,0,0,0,0,0,0,0,0.61
C,0.36,,0.36,0,0,0,0,0,0,0,0
E,0.03,,0,0.03,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.38,,0,0,0,-0.38,0,0,0,0,0
Len,0.51,,0,0,0,0,0.51,0,0,0,0
Neu,-0.05,,0,0,0,0,0,-0.05,0,0,0
Plthk,-0.01,,0,0,0,0,0,0,-0.01,0,0
Sp,-0.19,,0,0,0,0,0,0,0,-0.19,0
phi,0.76,,0,0,0,0,0,0,0,0,0.76
C,0.37,,0.37,0,0,0,0,0,0,0,0
E,-0.01,,0,-0.01,0,0,0,0,0,0,0
FAng,0.03,,0,0,0.03,0,0,0,0,0,0
Gam,-0.32,,0,0,0,-0.32,0,0,0,0,0
Len,0.43,,0,0,0,0,0.43,0,0,0,0
Neu,-0.09,,0,0,0,0,0,-0.09,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.22,,0,0,0,0,0,0,0,-0.22,0
phi,0.69,,0,0,0,0,0,0,0,0,0.69
C,0.36,,0.36,0,0,0,0,0,0,0,0
E,-0.03,,0,-0.03,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.23,,0,0,0,-0.23,0,0,0,0,0
Len,0.34,,0,0,0,0,0.34,0,0,0,0
Neu,-0.04,,0,0,0,0,0,-0.04,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.24,,0,0,0,0,0,0,0,-0.24,0
phi,0.41,,0,0,0,0,0,0,0,0,0.41
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,-0.03,,0,-0.03,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.28,,0,0,0,-0.28,0,0,0,0,0
Len,0.56,,0,0,0,0,0.56,0,0,0,0
Neu,0.02,,0,0,0,0,0,0.02,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.27,,0,0,0,0,0,0,0,-0.27,0
phi,0.8,,0,0,0,0,0,0,0,0,0.8
C,-0.49,,-0.49,0,0,0,0,0,0,0,0
E,-0.03,,0,-0.03,0,0,0,0,0,0,0
FAng,0.05,,0,0,0.05,0,0,0,0,0,0
Gam,-0.27,,0,0,0,-0.27,0,0,0,0,0
Len,0.47,,0,0,0,0,0.47,0,0,0,0
Neu,0.04,,0,0,0,0,0,0.04,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.3,,0,0,0,0,0,0,0,-0.3,0
phi,0.67,,0,0,0,0,0,0,0,0,0.67
C,0.79,,0.79,0,0,0,0,0,0,0,0
E,-0.16,,0,-0.16,0,0,0,0,0,0,0
FAng,0.06,,0,0,0.06,0,0,0,0,0,0
Gam,-0.28,,0,0,0,-0.28,0,0,0,0,0
Len,0.37,,0,0,0,0,0.37,0,0,0,0
Neu,0.14,,0,0,0,0,0,0.14,0,0,0
Plthk,0.03,,0,0,0,0,0,0,0.03,0,0
Sp,-0.33,,0,0,0,0,0,0,0,-0.33,0
phi,0.82,,0,0,0,0,0,0,0,0,0.82
C,0.41,,0.41,0,0,0,0,0,0,0,0
E,-0.01,,0,-0.01,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.38,,0,0,0,-0.38,0,0,0,0,0
Len,0.63,,0,0,0,0,0.63,0,0,0,0
Neu,-0.07,,0,0,0,0,0,-0.07,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.35,,0,0,0,0,0,0,0,-0.35,0
phi,0.56,,0,0,0,0,0,0,0,0,0.56
C,0.8,,0.8,0,0,0,0,0,0,0,0
E,-0.05,,0,-0.05,0,0,0,0,0,0,0
FAng,0.03,,0,0,0.03,0,0,0,0,0,0
Gam,-0.27,,0,0,0,-0.27,0,0,0,0,0
Len,0.52,,0,0,0,0,0.52,0,0,0,0
Neu,0.04,,0,0,0,0,0,0.04,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.39,,0,0,0,0,0,0,0,-0.39,0
phi,0.69,,0,0,0,0,0,0,0,0,0.69
C,0.73,,0.73,0,0,0,0,0,0,0,0
E,-0.22,,0,-0.22,0,0,0,0,0,0,0
FAng,0.07,,0,0,0.07,0,0,0,0,0,0
Gam,-0.1,,0,0,0,-0.1,0,0,0,0,0
Len,0.42,,0,0,0,0,0.42,0,0,0,0
Neu,-0.13,,0,0,0,0,0,-0.13,0,0,0
Plthk,0.02,,0,0,0,0,0,0,0.02,0,0
Sp,-0.43,,0,0,0,0,0,0,0,-0.43,0
phi,0.22,,0,0,0,0,0,0,0,0,0.22
C,0.37,,0.37,0,0,0,0,0,0,0,0
E,0.03,,0,0.03,0,0,0,0,0,0,0
FAng,0.08,,0,0,0.08,0,0,0,0,0,0
Gam,-0.35,,0,0,0,-0.35,0,0,0,0,0
Len,0.51,,0,0,0,0,0.51,0,0,0,0
Neu,-0.07,,0,0,0,0,0,-0.07,0,0,0
Plthk,-0.01,,0,0,0,0,0,0,-0.01,0,0
Sp,-0.19,,0,0,0,0,0,0,0,-0.19,0
phi,0.69,,0,0,0,0,0,0,0,0,0.69
C,0.36,,0.36,0,0,0,0,0,0,0,0
E,0.01,,0,0.01,0,0,0,0,0,0,0
FAng,0.06,,0,0,0.06,0,0,0,0,0,0
Gam,-0.36,,0,0,0,-0.36,0,0,0,0,0
Len,0.42,,0,0,0,0,0.42,0,0,0,0
Neu,-0.05,,0,0,0,0,0,-0.05,0,0,0
Plthk,-0.01,,0,0,0,0,0,0,-0.01,0,0
Sp,-0.22,,0,0,0,0,0,0,0,-0.22,0
phi,0.61,,0,0,0,0,0,0,0,0,0.61
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,0,,0,0,0,0,0,0,0,0,0
FAng,0.08,,0,0,0.08,0,0,0,0,0,0
Gam,-0.38,,0,0,0,-0.38,0,0,0,0,0
Len,0.34,,0,0,0,0,0.34,0,0,0,0
Neu,-0.03,,0,0,0,0,0,-0.03,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.2,,0,0,0,0,0,0,0,-0.2,0
phi,0.58,,0,0,0,0,0,0,0,0,0.58
C,0.36,,0.36,0,0,0,0,0,0,0,0
E,-0.03,,0,-0.03,0,0,0,0,0,0,0
FAng,0.09,,0,0,0.09,0,0,0,0,0,0
Gam,-0.32,,0,0,0,-0.32,0,0,0,0,0
Len,0.51,,0,0,0,0,0.51,0,0,0,0
Neu,-0.02,,0,0,0,0,0,-0.02,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.27,,0,0,0,0,0,0,0,-0.27,0
phi,0.79,,0,0,0,0,0,0,0,0,0.79
C,0.4,,0.4,0,0,0,0,0,0,0,0
E,-0.01,,0,-0.01,0,0,0,0,0,0,0
FAng,0.09,,0,0,0.09,0,0,0,0,0,0
Gam,-0.3,,0,0,0,-0.3,0,0,0,0,0
Len,0.43,,0,0,0,0,0.43,0,0,0,0
Neu,-0.02,,0,0,0,0,0,-0.02,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.3,,0,0,0,0,0,0,0,-0.3,0
phi,0.63,,0,0,0,0,0,0,0,0,0.63
C,0.39,,0.39,0,0,0,0,0,0,0,0
E,-0.05,,0,-0.05,0,0,0,0,0,0,0
FAng,0.12,,0,0,0.12,0,0,0,0,0,0
Gam,-0.36,,0,0,0,-0.36,0,0,0,0,0
Len,0.34,,0,0,0,0,0.34,0,0,0,0
Neu,0.02,,0,0,0,0,0,0.02,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.28,,0,0,0,0,0,0,0,-0.28,0
phi,0.56,,0,0,0,0,0,0,0,0,0.56
C,0.41,,0.41,0,0,0,0,0,0,0,0
E,0.03,,0,0.03,0,0,0,0,0,0,0
FAng,0.08,,0,0,0.08,0,0,0,0,0,0
Gam,-0.3,,0,0,0,-0.3,0,0,0,0,0
Len,0.53,,0,0,0,0,0.53,0,0,0,0
Neu,0.03,,0,0,0,0,0,0.03,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.34,,0,0,0,0,0,0,0,-0.34,0
phi,0.76,,0,0,0,0,0,0,0,0,0.76
C,0.84,,0.84,0,0,0,0,0,0,0,0
E,-0.04,,0,-0.04,0,0,0,0,0,0,0
FAng,0.06,,0,0,0.06,0,0,0,0,0,0
Gam,-0.39,,0,0,0,-0.39,0,0,0,0,0
Len,0.44,,0,0,0,0,0.44,0,0,0,0
Neu,0.08,,0,0,0,0,0,0.08,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.39,,0,0,0,0,0,0,0,-0.39,0
phi,0.44,,0,0,0,0,0,0,0,0,0.44
C,0.77,,0.77,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.14,,0,0,0.14,0,0,0,0,0,0
Gam,-0.26,,0,0,0,-0.26,0,0,0,0,0
Len,0.35,,0,0,0,0,0.35,0,0,0,0
Neu,0.03,,0,0,0,0,0,0.03,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.36,,0,0,0,0,0,0,0,-0.36,0
phi,0.51,,0,0,0,0,0,0,0,0,0.51
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,0.01,,0,0.01,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.27,,0,0,0,-0.27,0,0,0,0,0
Len,0.49,,0,0,0,0,0.49,0,0,0,0
Neu,0,,0,0,0,0,0,0,0,0,0
Plthk,-0.02,,0,0,0,0,0,0,-0.02,0,0
Sp,-0.17,,0,0,0,0,0,0,0,-0.17,0
phi,0.81,,0,0,0,0,0,0,0,0,0.81
C,0.36,,0.36,0,0,0,0,0,0,0,0
E,-0.04,,0,-0.04,0,0,0,0,0,0,0
FAng,0.03,,0,0,0.03,0,0,0,0,0,0
Gam,-0.29,,0,0,0,-0.29,0,0,0,0,0
Len,0.41,,0,0,0,0,0.41,0,0,0,0
Neu,-0.06,,0,0,0,0,0,-0.06,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.21,,0,0,0,0,0,0,0,-0.21,0
phi,0.7,,0,0,0,0,0,0,0,0,0.7
C,0.37,,0.37,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.05,,0,0,0.05,0,0,0,0,0,0
Gam,-0.2,,0,0,0,-0.2,0,0,0,0,0
Len,0.33,,0,0,0,0,0.33,0,0,0,0
Neu,-0.29,,0,0,0,0,0,-0.29,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.21,,0,0,0,0,0,0,0,-0.21,0
phi,0.31,,0,0,0,0,0,0,0,0,0.31
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,-0.03,,0,-0.03,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.28,,0,0,0,-0.28,0,0,0,0,0
Len,0.49,,0,0,0,0,0.49,0,0,0,0
Neu,-0.02,,0,0,0,0,0,-0.02,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.24,,0,0,0,0,0,0,0,-0.24,0
phi,0.74,,0,0,0,0,0,0,0,0,0.74
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,0,,0,0,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.3,,0,0,0,-0.3,0,0,0,0,0
Len,0.41,,0,0,0,0,0.41,0,0,0,0
Neu,-0.01,,0,0,0,0,0,-0.01,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.29,,0,0,0,0,0,0,0,-0.29,0
phi,0.69,,0,0,0,0,0,0,0,0,0.69
C,0.8,,0.8,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.03,,0,0,0.03,0,0,0,0,0,0
Gam,-0.47,,0,0,0,-0.47,0,0,0,0,0
Len,0.32,,0,0,0,0,0.32,0,0,0,0
Neu,0.05,,0,0,0,0,0,0.05,0,0,0
Plthk,0.05,,0,0,0,0,0,0,0.05,0,0
Sp,-0.3,,0,0,0,0,0,0,0,-0.3,0
phi,0.71,,0,0,0,0,0,0,0,0,0.71
C,0.41,,0.41,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.03,,0,0,0.03,0,0,0,0,0,0
Gam,-0.41,,0,0,0,-0.41,0,0,0,0,0
Len,0.59,,0,0,0,0,0.59,0,0,0,0
Neu,0.01,,0,0,0,0,0,0.01,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.31,,0,0,0,0,0,0,0,-0.31,0
phi,0.69,,0,0,0,0,0,0,0,0,0.69
C,0.8,,0.8,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.03,,0,0,0.03,0,0,0,0,0,0
Gam,-0.31,,0,0,0,-0.31,0,0,0,0,0
Len,0.49,,0,0,0,0,0.49,0,0,0,0
Neu,0.06,,0,0,0,0,0,0.06,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.37,,0,0,0,0,0,0,0,-0.37,0
phi,0.66,,0,0,0,0,0,0,0,0,0.66
C,0.73,,0.73,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.06,,0,0,0.06,0,0,0,0,0,0
Gam,-0.16,,0,0,0,-0.16,0,0,0,0,0
Len,0.39,,0,0,0,0,0.39,0,0,0,0
Neu,-0.01,,0,0,0,0,0,-0.01,0,0,0
Plthk,0.04,,0,0,0,0,0,0,0.04,0,0
Sp,-0.38,,0,0,0,0,0,0,0,-0.38,0
phi,0.47,,0,0,0,0,0,0,0,0,0.47
C,0.37,,0.37,0,0,0,0,0,0,0,0
E,0.02,,0,0.02,0,0,0,0,0,0,0
FAng,0.07,,0,0,0.07,0,0,0,0,0,0
Gam,-0.3,,0,0,0,-0.3,0,0,0,0,0
Len,0.46,,0,0,0,0,0.46,0,0,0,0
Neu,-0.02,,0,0,0,0,0,-0.02,0,0,0
Plthk,-0.02,,0,0,0,0,0,0,-0.02,0,0
Sp,-0.18,,0,0,0,0,0,0,0,-0.18,0
phi,0.83,,0,0,0,0,0,0,0,0,0.83
C,0.35,,0.35,0,0,0,0,0,0,0,0
E,-0.04,,0,-0.04,0,0,0,0,0,0,0
FAng,0.05,,0,0,0.05,0,0,0,0,0,0
Gam,-0.33,,0,0,0,-0.33,0,0,0,0,0
Len,0.39,,0,0,0,0,0.39,0,0,0,0
Neu,-0.03,,0,0,0,0,0,-0.03,0,0,0
Plthk,-0.01,,0,0,0,0,0,0,-0.01,0,0
Sp,-0.2,,0,0,0,0,0,0,0,-0.2,0
phi,0.77,,0,0,0,0,0,0,0,0,0.77
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.09,,0,0,0.09,0,0,0,0,0,0
Gam,-0.37,,0,0,0,-0.37,0,0,0,0,0
Len,0.31,,0,0,0,0,0.31,0,0,0,0
Neu,-0.06,,0,0,0,0,0,-0.06,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.19,,0,0,0,0,0,0,0,-0.19,0
phi,0.59,,0,0,0,0,0,0,0,0,0.59
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.09,,0,0,0.09,0,0,0,0,0,0
Gam,-0.37,,0,0,0,-0.37,0,0,0,0,0
Len,0.31,,0,0,0,0,0.31,0,0,0,0
Neu,-0.06,,0,0,0,0,0,-0.06,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.19,,0,0,0,0,0,0,0,-0.19,0
phi,0.59,,0,0,0,0,0,0,0,0,0.59
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.09,,0,0,0.09,0,0,0,0,0,0
Gam,-0.37,,0,0,0,-0.37,0,0,0,0,0
Len,0.31,,0,0,0,0,0.31,0,0,0,0
Neu,-0.06,,0,0,0,0,0,-0.06,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.19,,0,0,0,0,0,0,0,-0.19,0
phi,0.59,,0,0,0,0,0,0,0,0,0.59
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.09,,0,0,0.09,0,0,0,0,0,0
Gam,-0.37,,0,0,0,-0.37,0,0,0,0,0
Len,0.31,,0,0,0,0,0.31,0,0,0,0
Neu,-0.06,,0,0,0,0,0,-0.06,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.19,,0,0,0,0,0,0,0,-0.19,0
phi,0.59,,0,0,0,0,0,0,0,0,0.59
C,0.37,,0.37,0,0,0,0,0,0,0,0
E,-0.01,,0,-0.01,0,0,0,0,0,0,0
FAng,0.09,,0,0,0.09,0,0,0,0,0,0
Gam,-0.3,,0,0,0,-0.3,0,0,0,0,0
Len,0.52,,0,0,0,0,0.52,0,0,0,0
Neu,-0.03,,0,0,0,0,0,-0.03,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.25,,0,0,0,0,0,0,0,-0.25,0
phi,0.78,,0,0,0,0,0,0,0,0,0.78
C,0.39,,0.39,0,0,0,0,0,0,0,0
E,0.01,,0,0.01,0,0,0,0,0,0,0
FAng,0.08,,0,0,0.08,0,0,0,0,0,0
Gam,-0.31,,0,0,0,-0.31,0,0,0,0,0
Len,0.43,,0,0,0,0,0.43,0,0,0,0
Neu,-0.02,,0,0,0,0,0,-0.02,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.28,,0,0,0,0,0,0,0,-0.28,0
phi,0.68,,0,0,0,0,0,0,0,0,0.68
C,0.39,,0.39,0,0,0,0,0,0,0,0
E,-0.03,,0,-0.03,0,0,0,0,0,0,0
FAng,0.07,,0,0,0.07,0,0,0,0,0,0
Gam,-0.35,,0,0,0,-0.35,0,0,0,0,0
Len,0.34,,0,0,0,0,0.34,0,0,0,0
Neu,0,,0,0,0,0,0,0,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.27,,0,0,0,0,0,0,0,-0.27,0
phi,0.56,,0,0,0,0,0,0,0,0,0.56
,,,0.070835267,-0.008128384,0.010440835,-0.035228152,0.049520495,0.011191029,0.003085847,-0.030046404,0.082768755
C,0.39
E,-0.03
FAng,0.07
Gam,-0.35
Len,0.34
Neu,0.0
Plthk,-0.0
Sp,-0.27
phi,0.56
